Number_of_announcements,Number_of_announced_NLRI_prefixes,Maximum_AS_path_length,Average_edit_distance,Maximum_edit_distance,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
63,151,11,11,1.1,61,2,Normal
34,91,8,8,0.6,34,0,Normal
25,61,9,9,0.5,25,0,Normal
45,128,12,12,0.8,42,3,Normal
55,108,10,10,1,47,8,Normal
52,76,11,11,0.9,49,3,Normal
74,98,14,14,1.3,71,3,Normal
171,261,17,17,2.9,167,4,Normal
171,369,18,18,2.9,169,2,Normal
49,129,11,11,0.9,46,3,Normal
48,102,9,9,0.8,45,3,Normal
52,119,12,12,0.9,42,10,Normal
30,79,13,13,0.5,30,0,Normal
40,112,12,12,0.7,40,0,Normal
36,46,11,11,0.6,31,5,Normal
36,46,11,11,0.6,31,5,Normal
39,148,14,14,0.7,36,3,Normal
48,75,14,14,0.8,46,2,Normal
64,130,12,12,1.1,64,0,Normal
43,101,16,16,0.7,42,1,Normal
36,55,16,16,0.6,34,2,Normal
38,63,16,16,0.6,38,0,Normal
358,1978,11,11,6,329,29,Normal
110,317,12,12,1.8,106,4,Normal
47,83,11,11,0.8,46,1,Normal
49,98,8,8,0.9,49,0,Normal
73,105,29,29,1.2,73,0,Normal
52,69,9,9,0.9,51,1,Normal
63,85,12,12,1.1,60,3,Normal
79,267,12,12,1.3,77,2,Normal
59,78,14,14,1,58,1,Normal
67,94,11,11,1.1,62,5,Normal
27,44,10,10,0.5,26,1,Normal
23,29,11,11,0.4,23,0,Normal
41,93,11,11,0.7,40,1,Normal
48,59,10,10,0.8,46,2,Normal
46,86,8,8,0.8,44,2,Normal
22,26,12,12,0.4,22,0,Normal
53,294,11,11,0.9,44,9,Normal
31,129,10,10,0.6,28,3,Normal
42,178,11,11,0.8,38,4,Normal
20,31,10,10,0.3,16,4,Normal
31,55,11,11,0.5,28,3,Normal
39,50,8,8,0.7,35,4,Normal
98,443,11,11,1.7,93,5,Normal
214,1327,12,12,3.6,211,3,Normal
54,167,10,10,0.9,43,11,Normal
48,110,8,8,0.8,45,3,Normal
17,42,11,11,0.3,16,1,Normal
37,68,11,11,0.6,33,4,Normal
40,78,17,17,0.7,38,2,Normal
48,90,15,15,0.9,41,7,Normal
40,63,9,9,0.7,37,3,Normal
58,85,15,15,1,57,1,Normal
46,66,15,15,0.8,46,0,Normal
50,124,16,16,0.9,50,0,Normal
56,87,11,11,1,48,8,Normal
63,86,10,10,1.1,59,4,Normal
49,116,11,11,0.8,47,2,Normal
70,241,14,14,1.2,58,3,Normal
28,37,13,13,0.5,28,0,Normal
63,172,14,14,1.1,52,11,Normal
50,92,9,9,0.9,45,5,Normal
56,132,15,15,1,46,10,Normal
47,90,12,12,0.8,45,2,Normal
85,213,12,12,1.5,72,13,Normal
70,207,12,12,1.2,56,14,Normal
52,140,10,10,0.9,47,5,Normal
42,62,14,14,0.7,39,3,Normal
55,70,15,15,1,54,1,Normal
54,78,13,13,0.9,54,0,Normal
48,61,12,12,0.9,45,3,Normal
48,64,13,13,0.8,47,1,Normal
46,91,12,12,0.8,42,4,Normal
27,79,12,12,0.5,27,0,Normal
30,125,7,7,0.5,29,1,Normal
51,139,7,7,0.9,48,3,Normal
41,86,10,10,0.7,40,1,Normal
38,61,13,13,0.7,34,4,Normal
25,32,10,10,0.4,20,5,Normal
27,39,11,11,0.4,21,6,Normal
29,42,9,9,0.5,29,0,Normal
65,295,12,12,1.1,58,7,Normal
36,126,13,13,0.6,30,6,Normal
77,203,9,9,1.3,75,2,Normal
130,371,12,12,2.2,128,2,Normal
64,158,10,10,1.1,63,1,Normal
79,172,11,11,1.3,77,2,Normal
28,44,7,7,0.5,28,0,Normal
26,32,13,13,0.5,26,0,Normal
45,72,14,14,0.8,45,0,Normal
33,50,16,16,0.6,33,0,Normal
36,64,16,16,0.6,36,0,Normal
37,207,11,11,0.6,34,3,Normal
53,294,15,15,0.9,50,3,Normal
65,100,13,13,1.1,57,8,Normal
60,133,13,13,1,53,7,Normal
53,145,12,12,0.9,50,3,Normal
47,160,12,12,0.8,47,0,Normal
45,382,10,10,0.8,42,3,Normal
34,330,10,10,0.6,29,5,Normal
44,64,8,8,0.7,37,7,Normal
30,44,11,11,0.5,24,6,Normal
59,222,10,10,1,53,6,Normal
60,151,10,10,1,57,3,Normal
41,49,11,11,0.7,39,2,Normal
36,52,11,11,0.6,33,3,Normal
30,46,10,10,0.5,30,0,Normal
25,42,11,11,0.4,24,1,Normal
26,41,9,9,0.4,22,4,Normal
47,82,9,9,0.8,43,4,Normal
58,78,10,10,1,56,2,Normal
25,30,8,8,0.5,24,1,Normal
37,98,11,11,0.7,32,5,Normal
60,191,11,11,1,52,8,Normal
45,132,12,12,0.8,42,3,Normal
32,69,15,15,0.6,32,0,Normal
50,84,16,16,0.9,43,7,Normal
25,59,12,12,0.5,25,0,Normal
30,67,8,8,0.5,30,0,Normal
26,120,10,10,0.5,25,1,Normal
27,50,12,12,0.4,26,1,Normal
64,123,12,12,1.1,55,9,Normal
42,53,11,11,0.7,34,8,Normal
47,106,12,12,0.8,40,7,Normal
41,63,11,11,0.7,39,2,Normal
32,53,14,14,0.6,31,1,Normal
55,71,14,14,100,52,3,Normal
84,214,12,12,1.4,74,10,Normal
43,80,8,8,0.8,43,0,Normal
44,79,19,19,0.8,42,2,Normal
46,108,20,20,0.8,39,7,Normal
50,69,17,17,0.8,49,1,Normal
71,141,17,17,1.2,70,1,Normal
45,64,9,9,0.8,42,3,Normal
52,160,9,9,0.9,47,5,Normal
39,103,8,8,0.7,36,3,Normal
156,687,12,12,2.6,126,30,Normal
110,338,15,15,1.8,97,13,Normal
37,94,16,16,0.7,34,3,Normal
29,32,13,13,0.5,29,0,Normal
69,159,15,15,1.2,68,1,Normal
54,246,10,10,0.9,50,4,Normal
63,328,13,13,1.1,57,6,Normal
49,276,13,13,0.9,42,7,Normal
74,345,11,11,1.3,67,7,Normal
94,207,9,9,1.6,84,10,Normal
129,213,15,15,2.2,120,9,Normal
61,115,16,16,1.1,57,4,Normal
67,105,16,16,1.2,64,3,Normal
84,231,15,15,1.4,80,4,Normal
142,279,15,15,2.4,134,8,Normal
96,182,15,15,1.6,94,2,Normal
70,174,13,13,1.2,64,6,Normal
96,273,10,10,1.7,91,5,Normal
66,201,15,15,1.2,62,4,Normal
55,83,10,10,0.9,53,2,Normal
177,479,15,15,3,172,5,Normal
31,70,9,9,0.6,31,0,Normal
58,166,11,11,1,53,5,Normal
72,187,9,9,1.3,65,7,Normal
38,58,8,8,0.7,37,1,Normal
71,140,12,12,1.3,63,8,Normal
38,70,7,7,0.7,37,1,Normal
106,292,15,15,1.8,103,3,Normal
108,320,15,15,1.8,105,3,Normal
25,33,8,8,0.4,17,8,Normal
34,61,14,14,0.6,33,1,Normal
29,79,13,13,0.5,29,0,Normal
56,103,11,11,0.9,56,0,Normal
46,88,14,14,0.8,44,2,Normal
94,367,15,15,1.6,79,15,Normal
65,161,17,17,1.1,52,13,Normal
44,77,17,17,0.8,42,2,Normal
42,102,15,15,0.7,39,3,Normal
87,194,11,11,1.5,84,3,Normal
30,54,12,12,0.5,28,2,Normal
37,78,9,9,0.7,34,3,Normal
55,157,8,8,1,55,0,Normal
66,227,14,14,1.1,61,5,Normal
89,291,9,9,1.5,85,4,Normal
104,310,15,15,1.8,100,4,Normal
68,116,15,15,1.2,61,7,Normal
64,104,15,15,1.1,64,0,Normal
73,200,17,17,1.3,70,3,Normal
61,399,16,16,1.1,56,5,Normal
42,118,12,12,0.7,39,3,Normal
37,76,14,14,0.6,36,1,Normal
75,163,16,16,1.3,74,1,Normal
77,249,16,16,1.3,75,2,Normal
46,262,16,16,0.8,39,7,Normal
49,200,11,11,0.8,43,6,Normal
97,427,16,16,1.7,88,9,Normal
45,79,15,15,0.8,39,6,Normal
46,66,11,11,0.8,35,11,Normal
38,68,11,11,0.7,32,6,Normal
51,150,14,14,0.9,50,1,Normal
44,134,14,14,0.8,42,2,Normal
178,327,14,14,3,173,5,Normal
126,384,7,7,2.2,117,9,Normal
37,106,12,12,0.6,35,2,Normal
41,84,14,14,0.7,38,3,Normal
38,48,15,15,0.6,37,1,Normal
53,68,13,13,0.9,50,3,Normal
32,52,14,14,0.5,29,3,Normal
80,376,15,15,1.4,71,9,Normal
52,156,10,10,0.9,48,4,Normal
23,35,9,9,0.4,21,2,Normal
25,49,10,10,0.4,22,3,Normal
55,114,11,11,1,55,0,Normal
58,131,9,9,1,58,0,Normal
45,91,11,11,0.8,42,3,Normal
49,95,11,11,0.9,46,3,Normal
53,134,11,11,0.9,52,1,Normal
52,281,12,12,0.9,47,5,Normal
30,52,12,12,0.5,29,1,Normal
47,82,11,11,0.8,45,2,Normal
62,108,11,11,1.1,60,2,Normal
61,176,11,11,1.1,56,5,Normal
87,236,12,12,1.5,86,1,Normal
98,247,12,12,1.7,94,4,Normal
48,70,12,12,0.8,39,9,Normal
45,73,11,11,0.8,44,1,Normal
50,83,9,9,0.8,50,0,Normal
35,60,8,8,0.6,33,2,Normal
74,225,9,9,1.2,68,6,Normal
68,223,11,11,1.2,63,5,Normal
45,135,11,11,0.8,41,4,Normal
50,278,11,11,0.9,49,1,Normal
27,37,12,12,0.5,25,2,Normal
55,92,14,14,1,55,0,Normal
55,83,11,11,0.9,53,2,Normal
71,131,13,13,1.2,70,1,Normal
49,79,13,13,0.8,47,2,Normal
51,82,12,12,0.9,48,3,Normal
95,233,13,13,1.6,93,2,Normal
62,145,9,9,1.1,57,5,Normal
42,94,9,9,0.7,37,5,Normal
44,101,10,10,0.7,41,3,Normal
65,185,12,12,1.1,64,1,Normal
54,124,10,10,0.9,52,2,Normal
69,337,9,9,1.2,65,4,Normal
64,206,14,14,1.1,59,5,Normal
32,47,12,12,0.6,28,4,Normal
198,584,12,12,3.3,177,21,Normal
119,267,12,12,2,106,13,Normal
57,269,13,13,1,48,9,Normal
42,271,14,14,0.7,36,6,Normal
41,74,15,15,0.7,36,5,Normal
51,109,11,11,0.9,51,0,Normal
54,134,13,13,0.9,47,7,Normal
58,171,12,12,1.1,43,15,Normal
66,325,11,11,1.1,53,13,Normal
37,172,16,16,0.6,32,5,Normal
23,38,8,8,0.4,20,3,Normal
37,63,11,11,0.6,32,5,Normal
55,317,10,10,1,48,7,Normal
51,298,13,13,0.9,41,10,Normal
88,270,15,15,1.5,83,5,Normal
73,165,13,13,1.3,68,5,Normal
38,68,12,12,0.7,36,2,Normal
35,64,12,12,0.6,35,0,Normal
24,31,10,10,0.4,24,0,Normal
60,151,11,11,1,55,5,Normal
86,261,15,15,1.5,79,7,Normal
64,148,16,16,1.1,60,4,Normal
114,206,14,14,200,110,4,Normal
64,98,14,14,1.1,60,4,Normal
42,75,10,10,0.7,39,3,Normal
43,85,11,11,0.8,43,0,Normal
37,140,15,15,0.6,34,3,Normal
49,98,16,16,0.8,45,4,Normal
84,282,13,13,1.4,80,4,Normal
80,148,9,9,1.4,75,5,Normal
42,69,12,12,0.7,42,0,Normal
52,107,13,13,0.9,50,2,Normal
60,189,13,13,1,51,9,Normal
36,88,16,16,0.6,33,3,Normal
46,89,10,10,0.8,41,5,Normal
47,77,8,8,0.8,45,2,Normal
24,38,10,10,0.4,22,2,Normal
40,81,10,10,0.7,39,1,Normal
43,192,11,11,0.7,33,10,Normal
66,379,11,11,1.1,58,8,Normal
33,98,17,17,0.6,28,5,Normal
29,69,16,16,0.5,24,5,Normal
61,309,8,8,1.1,55,6,Normal
37,141,15,15,0.7,34,3,Normal
64,86,14,14,1.1,62,2,Normal
73,100,14,14,1.3,68,5,Normal
37,74,10,10,0.6,33,4,Normal
46,113,11,11,0.8,38,8,Normal
94,165,8,8,1.6,86,8,Normal
42,88,9,9,0.7,32,10,Normal
34,80,11,11,0.6,24,10,Normal
25,40,10,10,0.4,25,0,Normal
34,80,9,9,0.6,33,1,Normal
33,81,12,12,0.6,32,1,Normal
31,54,11,11,0.6,31,0,Normal
47,101,10,10,0.8,44,3,Normal
32,43,9,9,0.5,30,2,Normal
43,58,11,11,0.7,39,4,Normal
15,21,9,9,0.2,12,3,Normal
28,47,12,12,0.5,26,2,Normal
47,199,10,10,0.8,45,2,Normal
28,69,10,10,0.5,25,3,Normal
35,83,9,9,0.6,28,7,Normal
64,192,14,14,1.1,57,7,Normal
57,194,13,13,0.9,51,6,Normal
33,44,14,14,0.5,29,4,Normal
55,198,9,9,0.9,47,8,Normal
31,62,10,10,0.5,30,1,Normal
50,223,9,9,0.9,50,0,Normal
28,43,7,7,0.5,27,1,Normal
30,106,6,6,0.5,25,5,Normal
71,248,17,17,1.2,54,17,Normal
61,234,15,15,1.1,54,7,Normal
85,348,12,12,1.5,81,4,Normal
114,471,12,12,200,109,5,Normal
38,122,15,15,0.7,38,0,Normal
86,314,11,11,1.5,77,9,Normal
71,250,18,18,1.2,64,7,Normal
82,203,16,16,1.4,76,6,Normal
104,254,16,16,1.8,92,10,Normal
126,402,11,11,2.1,112,14,Normal
110,375,16,16,1.9,97,13,Normal
45,87,11,11,0.8,41,4,Normal
51,98,13,13,0.9,45,6,Normal
55,188,11,11,0.9,48,7,Normal
69,182,11,11,1.2,68,1,Normal
42,86,10,10,0.7,40,2,Normal
43,77,21,21,0.8,41,2,Normal
42,65,21,21,0.8,37,5,Normal
54,141,21,21,100,48,6,Normal
105,443,10,10,1.8,96,9,Normal
87,325,12,12,1.5,72,15,Normal
54,113,15,15,0.9,46,8,Normal
57,107,16,16,1,54,3,Normal
40,65,9,9,0.7,37,3,Normal
75,192,9,9,1.3,68,7,Normal
84,270,9,9,1.4,78,6,Normal
28,60,9,9,0.5,23,5,Normal
35,80,11,11,0.6,30,5,Normal
19,34,11,11,0.3,16,3,Normal
36,44,7,8,0.6,35,1,Normal
67,234,15,15,1.2,61,4,Normal
36,133,7,7,0.6,31,4,Normal
40,85,12,12,0.7,36,4,Normal
55,197,15,15,0.9,47,8,Normal
29,64,14,14,0.5,23,6,Normal
74,177,9,9,1.3,59,15,Normal
46,105,9,9,0.8,41,5,Normal
95,437,12,12,1.6,78,14,Normal
57,219,9,9,1,50,7,Normal
34,62,12,12,0.6,31,3,Normal
75,208,11,11,1.3,71,4,Normal
90,265,9,9,1.6,78,12,Normal
45,72,12,12,0.8,42,3,Normal
49,123,11,11,0.8,49,0,Normal
37,68,11,11,0.6,37,0,Normal
20,23,10,10,0.3,20,0,Normal
50,80,12,12,0.8,46,4,Normal
35,102,10,10,0.6,33,2,Normal
33,81,7,7,0.6,30,3,Normal
47,105,11,11,0.8,42,5,Normal
27,67,12,12,0.5,25,2,Normal
50,134,11,11,0.9,47,3,Normal
53,165,9,9,0.9,48,5,Normal
50,115,9,9,0.8,48,2,Normal
63,196,11,11,1.1,58,5,Normal
39,75,16,16,0.7,32,7,Normal
29,61,18,18,0.5,26,3,Normal
35,50,11,11,0.6,34,1,Normal
34,52,11,11,0.6,30,4,Normal
39,85,7,7,0.7,39,0,Normal
46,144,9,9,0.8,44,2,Normal
74,253,8,8,1.3,69,5,Normal
119,471,14,14,2,101,17,Normal
104,415,12,12,1.8,92,12,Normal
157,616,11,11,2.7,141,15,Normal
209,957,11,11,3.5,182,26,Normal
198,795,11,11,3.3,168,28,Normal
119,433,12,12,2,105,14,Normal
49,151,13,13,0.8,45,4,Normal
96,311,13,13,1.7,85,11,Normal
64,136,14,14,1.1,62,2,Normal
82,153,14,14,1.4,80,2,Normal
105,280,10,10,1.8,101,4,Normal
83,265,13,13,1.4,78,5,Normal
60,187,12,12,1,56,4,Normal
84,212,10,10,1.5,78,6,Normal
57,101,14,14,1,56,1,Normal
76,139,15,15,1.3,73,3,Normal
62,299,12,12,1.1,59,3,Normal
70,240,12,12,1.2,68,2,Normal
90,284,9,9,1.6,86,4,Normal
48,78,9,9,0.8,48,0,Normal
118,403,12,12,2,115,3,Normal
116,260,14,14,2,111,5,Normal
78,183,10,10,1.3,70,8,Normal
90,205,10,10,1.5,87,3,Normal
62,133,10,10,1,54,8,Normal
63,149,11,11,1.1,50,13,Normal
68,135,9,9,1.2,52,16,Normal
38,94,9,9,0.7,32,6,Normal
53,133,12,12,0.9,51,2,Normal
30,38,12,12,0.5,29,1,Normal
43,98,11,11,0.8,37,6,Normal
44,69,11,11,0.8,39,5,Normal
66,265,12,12,1.1,64,2,Normal
37,50,13,13,0.7,37,0,Normal
31,86,11,11,0.6,29,2,Normal
62,229,10,10,1.1,58,4,Normal
98,512,10,10,1.7,89,9,Normal
75,418,11,11,1.3,65,10,Normal
70,274,11,11,1.2,68,2,Normal
52,97,10,10,0.9,51,1,Normal
60,91,9,9,1,58,2,Normal
65,99,10,10,1.1,64,1,Normal
127,366,9,9,2.2,121,6,Normal
51,110,9,9,0.9,46,3,Normal
68,132,11,11,1.2,67,1,Normal
34,51,8,8,0.6,31,3,Normal
43,78,11,11,0.7,40,3,Normal
28,31,10,10,0.5,28,0,Normal
76,145,15,15,1.3,66,10,Normal
90,267,12,12,1.6,78,12,Normal
132,570,11,11,2.3,111,21,Normal
77,257,9,9,1.3,70,7,Normal
16,19,7,7,0.3,15,1,Normal
11,13,15,15,0.2,10,1,Normal
23,31,16,16,0.4,22,1,Normal
37,58,7,7,0.6,37,0,Normal
50,78,8,8,0.9,46,4,Normal
79,134,12,12,1.3,74,5,Normal
45,76,9,9,0.8,42,3,Normal
197,694,14,14,3.3,139,54,Normal
188,868,11,11,3.2,138,44,Normal
125,383,11,11,2.1,104,17,Normal
40,57,10,10,0.7,39,1,Normal
51,86,8,8,0.9,50,1,Normal
28,52,9,9,0.5,27,1,Normal
29,40,12,12,0.5,27,2,Normal
39,65,14,14,0.7,37,2,Normal
67,185,11,11,1.2,56,11,Normal
136,617,13,13,2.3,122,13,Normal
90,401,11,11,1.5,76,12,Normal
59,255,8,8,1,56,3,Normal
75,155,12,12,1.3,63,12,Normal
26,240,9,9,0.4,18,8,Normal
50,85,9,9,0.8,40,10,Normal
104,332,12,12,1.8,85,18,Normal
106,481,11,11,1.8,91,15,Normal
47,83,12,12,0.8,44,3,Normal
100,298,13,13,1.7,88,12,Normal
110,328,15,15,1.9,100,10,Normal
94,294,13,13,1.6,85,9,Normal
61,135,14,14,1,47,14,Normal
51,154,13,13,0.9,50,1,Normal
36,67,15,15,0.6,36,0,Normal
21,34,16,16,0.4,17,4,Normal
38,129,9,9,0.7,30,8,Normal
45,185,11,11,0.8,36,9,Normal
58,209,9,9,1,56,2,Normal
66,170,11,11,1.1,66,0,Normal
115,244,13,13,200,109,6,Normal
40,73,13,13,0.7,35,5,Normal
45,181,12,12,0.8,40,5,Normal
77,133,12,12,1.3,77,0,Normal
57,80,13,13,1,56,1,Normal
62,105,9,9,1.1,55,7,Normal
79,168,12,12,1.4,74,5,Normal
40,74,11,11,0.7,37,3,Normal
73,206,16,16,1.2,66,7,Normal
76,156,12,12,1.3,69,7,Normal
103,387,12,12,1.8,91,12,Normal
106,418,14,14,1.8,101,5,Normal
90,357,13,13,1.5,88,2,Normal
67,268,13,13,1.1,63,4,Normal
60,245,17,17,1,57,1,Normal
69,269,14,14,1.2,62,7,Normal
77,256,14,14,1.4,68,9,Normal
90,315,13,13,1.5,85,5,Normal
83,202,13,13,1.4,71,12,Normal
80,410,12,12,1.4,77,3,Normal
61,272,16,16,1,58,3,Normal
77,182,12,12,1.3,70,7,Normal
102,279,13,13,1.7,98,4,Normal
89,344,13,13,1.5,88,1,Normal
59,199,17,17,1,56,3,Normal
67,248,13,13,1.1,66,1,Normal
72,279,13,13,1.3,68,4,Normal
91,292,16,16,1.5,87,4,Normal
107,282,13,13,1.9,97,10,Normal
90,285,14,14,1.6,78,12,Normal
86,246,13,13,1.5,79,7,Normal
80,233,15,15,1.3,75,5,Normal
78,165,11,11,1.3,59,17,Normal
90,257,15,15,1.5,64,23,Normal
86,154,16,16,1.5,68,18,Normal
96,294,15,15,1.6,75,19,Normal
73,220,15,15,1.3,68,5,Normal
58,249,14,14,0.9,56,2,Normal
59,186,11,11,1,54,5,Normal
63,163,13,13,1.1,57,6,Normal
43,73,13,13,0.8,38,5,Normal
52,98,14,14,0.9,50,2,Normal
94,181,9,9,1.6,89,5,Normal
57,90,11,11,1,50,7,Normal
76,172,14,14,1.3,62,14,Normal
133,1234,14,14,2.3,128,5,Normal
102,696,15,15,1.7,94,8,Normal
65,205,12,12,1.1,62,3,Normal
55,103,10,10,100,47,8,Normal
40,74,9,9,0.7,30,10,Normal
26,59,8,8,0.5,23,3,Normal
40,105,16,16,0.7,34,6,Normal
73,176,15,15,1.2,69,4,Normal
222,1988,12,12,3.8,212,10,Normal
97,303,13,13,1.7,85,11,Normal
37,114,12,12,0.6,32,4,Normal
47,146,12,12,0.8,38,7,Normal
32,64,8,8,0.6,29,3,Normal
52,125,16,16,0.9,52,0,Normal
54,95,16,16,100,50,4,Normal
21,25,14,14,0.4,20,1,Normal
37,56,10,10,0.6,34,3,Normal
24,44,9,9,0.4,22,2,Normal
27,40,16,16,0.5,24,3,Normal
23,31,7,7,0.4,23,0,Normal
49,82,14,14,0.9,46,3,Normal
134,497,13,13,2.3,117,16,Normal
79,176,15,15,1.3,70,9,Normal
80,200,11,11,1.3,62,15,Normal
65,151,11,11,1.1,52,11,Normal
76,164,12,12,1.3,64,12,Normal
54,151,12,12,0.9,52,2,Normal
31,55,9,9,0.6,31,0,Normal
45,93,13,13,0.8,45,0,Normal
67,180,12,12,1.1,62,5,Normal
64,229,14,14,1.1,62,2,Normal
41,76,9,9,0.7,39,2,Normal
54,113,8,8,100,51,3,Normal
37,79,8,8,0.7,36,1,Normal
40,65,7,7,0.7,39,1,Normal
53,163,9,9,0.9,52,1,Normal
31,82,10,10,0.6,28,3,Normal
44,113,10,10,0.8,35,9,Normal
57,272,16,16,1,54,3,Normal
37,154,13,13,0.7,35,2,Normal
49,121,12,12,0.8,44,5,Normal
40,56,12,12,0.7,38,2,Normal
19,50,8,8,0.3,17,2,Normal
74,309,16,16,1.3,66,8,Normal
104,446,13,13,1.8,94,10,Normal
83,455,14,14,1.4,78,5,Normal
68,355,13,13,1.2,65,3,Normal
50,200,14,14,0.9,50,0,Normal
58,257,14,14,100,55,3,Normal
62,241,20,20,1.1,56,6,Normal
61,219,20,20,1.1,59,2,Normal
74,356,19,19,1.3,70,4,Normal
64,280,13,13,1,61,3,Normal
71,251,14,14,1.2,66,5,Normal
70,223,21,21,1.2,64,6,Normal
67,223,21,21,1.1,63,4,Normal
110,379,20,20,1.9,95,15,Normal
48,155,19,19,0.8,43,5,Normal
57,202,12,12,1,54,3,Normal
116,531,12,12,2,112,3,Normal
31,54,9,9,0.5,29,2,Normal
43,171,12,12,0.7,36,5,Normal
82,260,12,12,1.4,74,6,Normal
43,110,11,11,0.7,43,0,Normal
36,71,14,14,0.6,35,1,Normal
36,115,10,10,0.6,30,6,Normal
30,48,9,9,0.5,29,1,Normal
19,57,13,13,0.4,18,1,Normal
64,183,7,7,1.1,60,4,Normal
41,138,8,8,0.7,38,3,Normal
17,41,7,7,0.3,17,0,Normal
32,71,10,10,0.6,32,0,Normal
68,249,14,14,1.1,63,5,Normal
80,277,13,13,1.3,70,10,Normal
54,149,14,14,0.9,48,6,Normal
36,106,14,14,0.6,32,4,Normal
35,84,12,12,0.6,34,1,Normal
42,148,13,13,0.7,38,4,Normal
29,46,16,16,0.5,27,2,Normal
36,74,16,16,0.6,34,2,Normal
20,29,8,8,0.3,20,0,Normal
62,282,14,14,1.1,55,6,Normal
117,393,14,14,2,100,15,Normal
81,386,12,12,1.4,67,12,Normal
14,27,9,9,0.2,13,1,Normal
102,227,20,20,1.7,93,9,Normal
235,565,19,19,4,215,20,Normal
141,315,15,15,2.4,130,11,Normal
72,145,13,13,1.3,64,8,Normal
86,175,17,17,1.5,75,11,Normal
52,139,18,18,0.9,50,2,Normal
46,162,16,16,0.8,41,5,Normal
51,132,14,14,0.9,43,8,Normal
34,51,12,12,0.6,32,2,Normal
37,55,15,15,0.7,33,4,Normal
27,59,11,11,0.5,20,6,Normal
30,44,12,12,0.5,27,2,Normal
48,78,9,9,0.9,45,3,Normal
50,104,12,12,0.8,45,5,Normal
53,115,14,14,0.9,45,8,Normal
80,555,11,11,1.3,77,3,Normal
140,761,15,15,2.4,120,20,Normal
45,112,18,18,0.8,41,4,Normal
44,124,16,16,0.8,41,3,Normal
32,60,12,12,0.6,32,0,Normal
48,305,9,10,0.8,48,0,Normal
155,1150,11,11,2.6,149,6,Normal
20,48,17,17,0.3,18,2,Normal
13,14,12,12,0.2,11,2,Normal
21,52,12,12,0.3,19,2,Normal
73,253,14,14,1.2,65,8,Normal
122,694,11,11,2.1,118,4,Normal
105,489,9,9,1.8,83,19,Normal
115,288,11,11,2,104,11,Normal
49,100,12,12,0.8,47,2,Normal
37,68,14,14,0.7,34,3,Normal
68,108,15,15,1.2,64,4,Normal
77,107,10,10,1.3,71,6,Normal
36,72,10,10,0.6,33,3,Normal
80,124,10,10,1.4,71,9,Normal
34,62,10,10,0.6,32,2,Normal
73,271,7,7,1.2,70,3,Normal
75,365,9,9,1.3,60,14,Normal
65,173,9,9,1.1,57,8,Normal
62,198,8,8,1,54,7,Normal
37,99,8,8,0.6,21,14,Normal
38,98,11,11,0.6,25,10,Normal
43,80,14,14,0.8,38,5,Normal
43,106,10,10,0.8,35,8,Normal
27,60,11,11,0.5,20,7,Normal
33,73,16,16,0.6,28,5,Normal
19,39,7,7,0.3,15,4,Normal
35,80,8,8,0.6,34,1,Normal
75,176,14,14,1.3,70,5,Normal
35,94,14,14,0.6,28,5,Normal
100,618,14,14,1.7,89,10,Normal
26,59,10,10,0.4,26,0,Normal
30,58,8,8,0.5,27,3,Normal
43,173,9,9,0.7,41,2,Normal
52,175,11,11,0.9,45,7,Normal
46,87,12,12,0.8,44,2,Normal
74,168,12,12,1.3,68,6,Normal
38,78,14,14,0.7,35,3,Normal
53,87,15,15,0.9,52,1,Normal
59,84,16,16,1,57,2,Normal
40,78,9,9,0.7,39,1,Normal
58,116,11,11,1,55,3,Normal
38,81,13,13,0.7,30,8,Normal
28,58,12,12,0.5,28,0,Normal
105,384,15,15,1.8,101,4,Normal
88,365,14,14,1.5,73,14,Normal
93,351,14,14,1.6,81,10,Normal
50,149,14,14,0.9,50,0,Normal
32,83,12,12,0.5,30,2,Normal
66,141,15,15,1.2,64,2,Normal
52,101,15,15,0.9,49,3,Normal
46,88,14,14,0.8,46,0,Normal
50,189,11,11,0.9,50,0,Normal
28,107,9,9,0.5,28,0,Normal
42,88,11,11,0.7,40,2,Normal
74,160,16,16,1.3,67,7,Normal
47,104,16,16,0.8,42,5,Normal
22,38,7,7,0.3,19,3,Normal
34,42,8,8,0.6,30,4,Normal
31,42,13,13,0.5,29,2,Normal
24,35,10,10,0.5,23,1,Normal
39,94,8,8,0.7,36,3,Normal
158,1141,15,15,2.7,147,11,Normal
178,877,17,17,3,157,20,Normal
145,786,10,10,2.5,129,15,Normal
145,807,10,10,2.5,126,17,Normal
81,167,9,9,1.4,74,7,Normal
52,134,10,10,0.9,50,2,Normal
49,135,14,14,0.9,41,8,Normal
85,171,17,17,1.5,79,6,Normal
62,191,13,13,1.1,57,5,Normal
118,331,15,15,2,108,10,Normal
87,268,15,15,1.5,79,8,Normal
104,322,16,16,1.8,101,3,Normal
73,228,15,15,1.3,68,5,Normal
78,258,14,14,1.3,75,3,Normal
73,230,9,9,1.3,71,2,Normal
40,137,7,7,0.7,35,5,Normal
44,126,9,9,0.7,39,5,Normal
51,144,10,10,0.9,49,2,Normal
46,116,10,10,0.8,40,6,Normal
44,69,15,15,0.8,43,1,Normal
47,75,16,16,0.8,44,3,Normal
64,176,16,16,1.1,62,2,Normal
55,155,11,11,0.9,52,3,Normal
43,83,12,12,0.7,40,3,Normal
